lemma,obj_count,obj_immediate_count,pct_immediate
당하+게,3,3,100.0
미치+ㄴ다,3,3,100.0
대체+하+는,3,1,33.33333333333333
지키+어+주+는,3,3,100.0
갖+는다+고,3,2,66.66666666666666
추구+하+었+다,3,2,66.66666666666666
단행+하+었+다,3,3,100.0
전달+하+어,3,2,66.66666666666666
회복+하+었+다,3,2,66.66666666666666
이르+ㄴ다,3,2,66.66666666666666
이해+하+려는,3,1,33.33333333333333
안기+어,3,2,66.66666666666666
예측+하+는,3,1,33.33333333333333
다하+지,3,3,100.0
조달+하+ㄹ,3,3,100.0
마시+ㄴ다,3,1,33.33333333333333
없애+기,3,3,100.0
논의+하+는,3,1,33.33333333333333
억제+하+어야,3,2,66.66666666666666
위+하+ㄴ,3,3,100.0
지원+하+는,3,3,100.0
맞+고,3,2,66.66666666666666
믿+기,3,2,66.66666666666666
받+았+습니다,3,2,66.66666666666666
향+하+ㄴ,3,3,100.0
되살리+어,3,3,100.0
원하+ㄴ다,3,2,66.66666666666666
변화+시키+ㄹ,3,2,66.66666666666666
선호+하+는,3,3,100.0
추진+하+ㄹ,3,2,66.66666666666666
중시+하+어야,3,3,100.0
명하+었+다,3,2,66.66666666666666
건설+하+는,3,3,100.0
떠올리+었+다,3,1,33.33333333333333
쥐+고,3,1,33.33333333333333
강화+하+었+다,3,2,66.66666666666666
수립+하+려는,3,1,33.33333333333333
기울이+고,3,3,100.0
갖+기,3,2,66.66666666666666
되돌리+어,3,1,33.33333333333333
탐구+하+ㄴ다,3,2,66.66666666666666
획득+하+는,3,2,66.66666666666666
사용+하+어,3,1,33.33333333333333
상실+하+어,3,2,66.66666666666666
담당+하+게,3,3,100.0
강화+하+기,3,3,100.0
하+던,3,3,100.0
주장+하+었+다,3,3,100.0
이기+ㄹ,3,2,66.66666666666666
여기+ㄴ,3,0,0.0
해명+하+는,3,2,66.66666666666666
다스리+는,3,1,33.33333333333333
전환+시키+는,3,1,33.33333333333333
올리+ㄹ,3,3,100.0
포기+하+는,3,3,100.0
높이+는,3,3,100.0
보+았+ㄹ,3,2,66.66666666666666
재현+하+는,3,1,33.33333333333333
뿌리+는,3,3,100.0
시도+하+었+다,3,2,66.66666666666666
전환+시키+었+다,3,1,33.33333333333333
닮+은,3,3,100.0
버리+어야,3,1,33.33333333333333
두+ㄹ,3,2,66.66666666666666
높이+었+다,3,3,100.0
쌓+아,3,2,66.66666666666666
내+고,3,3,100.0
보충+하+기,3,2,66.66666666666666
취하+는,3,3,100.0
표현+하+어,3,0,0.0
살리+는,3,3,100.0
위협+하+었+다,3,3,100.0
주+었+던,3,3,100.0
밟+ㄴ,3,3,100.0
재+ㄹ,3,0,0.0
달리+고,3,3,100.0
점령+하+ㄴ,3,2,66.66666666666666
읽+으라+고,3,3,100.0
읽+어+가+ㄹ,3,2,66.66666666666666
실천+하+었+다,3,1,33.33333333333333
세우+ㄴ다,3,2,66.66666666666666
빚+고,3,2,66.66666666666666
이용+하+ㄴ다,3,2,66.66666666666666
넘어서+는,3,3,100.0
사+기,3,3,100.0
따르+게,3,3,100.0
시청+하+는,3,3,100.0
잡+ㄴ,3,2,66.66666666666666
멀리하+는,3,2,66.66666666666666
삼+아,3,0,0.0
상징+하+ㄴ다,3,3,100.0
먹+게,3,1,33.33333333333333
택하+ㄴ다,3,3,100.0
완성+하+는,3,2,66.66666666666666
찾+아+오+았+다,3,3,100.0
나누+는,3,2,66.66666666666666
놓+ㄹ,3,2,66.66666666666666
싫어하+ㄴ다는,3,3,100.0
평가+하+ㄴ,3,0,0.0
유도+하+었+다,3,2,66.66666666666666
시키+는,3,2,66.66666666666666
들+어+보+자,3,2,66.66666666666666
계속+하+ㄹ,3,3,100.0
파악+하+려는,3,0,0.0
간주+하+는,3,0,0.0
사랑+하+지,3,3,100.0
갖+는다는,3,2,66.66666666666666
유도+하+ㄹ,3,2,66.66666666666666
기록+하+는,3,0,0.0
하+려는,3,2,66.66666666666666
연상+하+게,3,3,100.0
선택+하+ㄹ,3,3,100.0
설정+하+는,3,2,66.66666666666666
대+는,3,3,100.0
담당+하+고,3,3,100.0
배우+ㄴ다,3,2,66.66666666666666
제공+하+지,3,2,66.66666666666666
읽+ㄴ,3,2,66.66666666666666
보+았+던,3,2,66.66666666666666
맛보+ㄹ,3,3,100.0
시도+하+는,3,2,66.66666666666666
기울이+었+다,3,3,100.0
상실+하+었+다,3,3,100.0
연결+하+ㄴ,3,1,33.33333333333333
던지+는,3,3,100.0
버리+ㄴ,3,2,66.66666666666666
경험+하+게,3,3,100.0
일컫+는,3,2,66.66666666666666
가로지르+어,3,3,100.0
밝히+고,3,1,33.33333333333333
드러내+는,3,1,33.33333333333333
밝히+어,3,1,33.33333333333333
기울이+어,3,3,100.0
살피+어+보+겠+다,3,1,33.33333333333333
종합+하+ㄴ,3,2,66.66666666666666
드러내+ㄴ다,3,2,66.66666666666666
보존+하+는,3,2,66.66666666666666
듣+게,3,3,100.0
파괴+하+는,3,2,66.66666666666666
도입+하+는,3,2,66.66666666666666
지+지,3,3,100.0
체험+하+지,3,1,33.33333333333333
짓+고,3,3,100.0
강조+하+ㄹ,3,3,100.0
분석+하+었+다,3,1,33.33333333333333
판단+하+ㄴ다,3,0,0.0
올리+지,3,2,66.66666666666666
계속+하+어,3,3,100.0
무시+하+ㄹ,3,2,66.66666666666666
추정+하+어+보+ㄹ,3,2,66.66666666666666
불러일으키+게,3,2,66.66666666666666
살+고,3,2,66.66666666666666
주도+하+ㄴ,3,3,100.0
주+었+다+고,3,3,100.0
충당+하+ㄹ,3,3,100.0
깔+고,3,2,66.66666666666666
구하+ㄴ,3,3,100.0
들이+어,3,3,100.0
건너가+ㄹ,3,3,100.0
받+던,3,2,66.66666666666666
말하+고,3,1,33.33333333333333
만나+ㄴ다,3,2,66.66666666666666
조사+하+었+다,3,1,33.33333333333333
통치+하+었+다,3,1,33.33333333333333
전달+하+ㄹ,3,1,33.33333333333333
증대+시키+는,3,3,100.0
증대+시키+고,3,2,66.66666666666666
가르+는,3,1,33.33333333333333
강구+하+는,3,3,100.0
찌르+는,3,2,66.66666666666666
수행+하+는,3,3,100.0
타+ㄹ,3,3,100.0
흘리+ㄴ다,3,3,100.0
가지+기,3,3,100.0
만들+어+내+는,3,3,100.0
끌+었+다,3,3,100.0
열+ㄴ,3,3,100.0
발전+시키+는,3,1,33.33333333333333
설명+하+려는,3,0,0.0
받아들이+지,3,1,33.33333333333333
능가+하+는,3,2,66.66666666666666
보호+하+ㄹ,3,3,100.0
높이+ㄹ,3,2,66.66666666666666
파견+하+었+다,3,1,33.33333333333333
초래+하+는,3,3,100.0
저하+시키+었+다,3,1,33.33333333333333
갖추+지,3,2,66.66666666666666
돌리+게,3,3,100.0
놀라+게,3,2,66.66666666666666
나오+ㄴ,3,2,66.66666666666666
믿+ㄹ,3,2,66.66666666666666
넣+어,3,0,0.0
간주+하+었+다,3,0,0.0
말하+ㄴ,3,2,66.66666666666666
중요시+하+는,3,2,66.66666666666666
지탱+하+어,3,2,66.66666666666666
느끼+기,3,2,66.66666666666666
읽+었+다,3,1,33.33333333333333
바라+ㄴ다,3,2,66.66666666666666
시험+하+는,3,2,66.66666666666666
배우+지,3,2,66.66666666666666
닦+는,3,3,100.0
맺+었+다,3,3,100.0
형성+하+고,3,3,100.0
당하+고,3,3,100.0
폐지+하+어야,2,2,100.0
걸+었+다,2,2,100.0
해석+하+ㄹ,2,0,0.0
차리+게,2,2,100.0
봉쇄+하+는,2,0,0.0
벌+이+고,2,2,100.0
허물+는,2,1,50.0
인도+하+ㄹ,2,1,50.0
부리+고,2,2,100.0
읽+어+내+기,2,2,100.0
시작+하+ㄴ다,2,0,0.0
당하+었+다,2,2,100.0
돌리+고,2,1,50.0
억제+하+기,2,2,100.0
베풀+었+다,2,2,100.0
납부+하+ㄹ,2,1,50.0
하+어+주+는,2,1,50.0
소개+하+고,2,2,100.0
괴롭히+ㄴ,2,2,100.0
유추+하+ㄹ,2,1,50.0
기록+하+ㄴ다,2,2,100.0
붙이+었+다,2,1,50.0
팔+ㄹ,2,1,50.0
탐독+하+고,2,2,100.0
배우+자,2,1,50.0
만들+어+내+ㄴ,2,2,100.0
기피+하+는,2,2,100.0
발전+시키+어,2,1,50.0
주+ㄴ,2,2,100.0
부인+하+ㄹ,2,2,100.0
흔들+어,2,2,100.0
위협+하+는,2,2,100.0
나+는,2,1,50.0
상하+지,2,2,100.0
떼+는,2,2,100.0
다하+ㄹ,2,2,100.0
매각+하+었+다,2,0,0.0
지나치+게,2,2,100.0
가속화+시키+ㄹ,2,2,100.0
경멸+하+는,2,1,50.0
고치+었+다,2,1,50.0
허락+하+었+다,2,1,50.0
생각+하+기,2,1,50.0
걸+고,2,2,100.0
뜻하+었+다,2,2,100.0
부리+ㄴ,2,2,100.0
표시+하+는,2,2,100.0
못하+게,2,1,50.0
연출+하+었+다,2,1,50.0
타+고,2,2,100.0
신뢰+하+고,2,2,100.0
밑돌+는,2,1,50.0
내+어+놓+았+다,2,2,100.0
이끌+어+내+는,2,1,50.0
살피+는,2,1,50.0
더하+는,2,2,100.0
금하+ㄹ,2,2,100.0
호가+하+고,2,2,100.0
보류+하+었+다,2,2,100.0
결합+시키+는,2,1,50.0
읽+곤,2,1,50.0
벌+지,2,1,50.0
접하+게,2,1,50.0
요구+하+ㄴ,2,2,100.0
통제+하+ㄹ,2,2,100.0
제안+하+ㄴ다,2,2,100.0
벗어나+는,2,0,0.0
정하+ㄹ,2,1,50.0
개창+하+었+다,2,1,50.0
당부+하+ㄴ다,2,1,50.0
기다리+는,2,2,100.0
취급+하+는,2,0,0.0
초과+하+게,2,2,100.0
벌+ㄹ,2,2,100.0
치르+ㄹ,2,2,100.0
맞이하+고,2,2,100.0
받+았+소,2,0,0.0
엿보+게,2,2,100.0
접하+ㄹ,2,0,0.0
만들+려,2,1,50.0
건드리+ㄹ,2,1,50.0
매입+하+ㄹ,2,2,100.0
들이+ㄴ,2,2,100.0
집+어,2,2,100.0
견디+어,2,2,100.0
발견+하+었+다+고,2,1,50.0
채우+고,2,1,50.0
늘어놓+는,2,2,100.0
요청+하+는,2,2,100.0
엮+어,2,0,0.0
밝히+ㄴ,2,2,100.0
만들+고자,2,1,50.0
넘어서+ㅆ+다,2,2,100.0
계속+하+ㄴ,2,2,100.0
연장+하+게,2,2,100.0
곁들이+게,2,2,100.0
생각+하+었+다,2,1,50.0
덮+었+다,2,2,100.0
이야기+하+ㄹ,2,2,100.0
결정+하+었+다,2,2,100.0
치+고,2,2,100.0
가로지르+는,2,1,50.0
획득+하+고자,2,2,100.0
연장+하+는,2,1,50.0
내몰+았+던,2,0,0.0
날리+어,2,0,0.0
재현+하+고,2,1,50.0
투자+하+고,2,2,100.0
하+어+주+었+다,2,2,100.0
떠올리+ㄹ,2,2,100.0
끊+어,2,1,50.0
그리+ㄴ다+고,2,1,50.0
걷+고,2,2,100.0
적+ㄴ,2,1,50.0
마치+고,2,2,100.0
보완+하+는,2,0,0.0
규정+하+ㄹ,2,1,50.0
경험+하+었+다,2,2,100.0
내리+지,2,2,100.0
바치+ㄹ,2,2,100.0
삼+지,2,0,0.0
당하+ㄴ,2,2,100.0
알+아+보+는,2,2,100.0
의미+하+기,2,2,100.0
긋+어,2,1,50.0
피하+고,2,2,100.0
구분+하+ㄴ,2,0,0.0
증가+시키+지,2,1,50.0
일으키+ㄹ,2,2,100.0
지내+는,2,2,100.0
매+는,2,1,50.0
묻+는,2,2,100.0
넘기+었+다,2,2,100.0
벌이+게,2,2,100.0
버리+라는,2,1,50.0
던지+었+다,2,2,100.0
감소+시키+는,2,2,100.0
적용+하+어,2,0,0.0
거듭+하+게,2,2,100.0
살피+어+보+ㄴ,2,2,100.0
하+어+대+ㅆ+다,2,1,50.0
신+은,2,2,100.0
풀+어+주+는,2,2,100.0
상실+하+기,2,2,100.0
확인+시키+어,2,1,50.0
넣+ㅂ시다,2,0,0.0
풍미+하+ㄴ,2,2,100.0
보내+지,2,0,0.0
성취+하+었+다,2,2,100.0
확대+시키+지,2,2,100.0
사용+하+ㄴ다는,2,2,100.0
완성+시키+었+다,2,2,100.0
구별+하+지,2,0,0.0
죽이+게,2,2,100.0
옮기+고,2,1,50.0
전개+하+ㄹ,2,2,100.0
맺+지,2,2,100.0
저하+시키+는,2,1,50.0
포함+하+게,2,0,0.0
남기+ㄴ,2,2,100.0
넣+ㄹ,2,1,50.0
유지+하+려는,2,2,100.0
모시+는,2,2,100.0
수반+하+ㄴ,2,1,50.0
언급+하+ㄹ,2,2,100.0
확립+하+ㄹ,2,1,50.0
의지+하+ㄹ,2,1,50.0
벗어나+ㄹ,2,2,100.0
약속+하+ㄴ,2,2,100.0
끊+었+다,2,2,100.0
방불+하+게,2,2,100.0
마시+고,2,1,50.0
용서빌+었+다,2,2,100.0
이룩하+게,2,1,50.0
정복+하+ㄴ,2,2,100.0
개혁+하+는,2,1,50.0
무시+하+는,2,1,50.0
약속+하+었+다,2,2,100.0
맛보+게,2,1,50.0
치료+하+는,2,1,50.0
집필+하+ㄴ,2,1,50.0
지배+하+게,2,1,50.0
분류+하+어,2,0,0.0
찾+아+내+려는,2,2,100.0
충족+시키+고,2,1,50.0
적용+하+ㄹ,2,0,0.0
발휘+하+었+다,2,2,100.0
존중+하+ㄴ다는,2,2,100.0
확장+하+어,2,2,100.0
찾+으려는,2,2,100.0
열+어+주+는,2,2,100.0
위협+하+고,2,2,100.0
바치+기,2,1,50.0
넘어서+ㄴ,2,2,100.0
초래+하+ㄹ,2,2,100.0
나무라+ㅆ+다,2,2,100.0
파악+하+고자,2,0,0.0
삼키+고,2,1,50.0
몰아넣+었+다,2,0,0.0
확대+하+어,2,1,50.0
보내+ㅆ+다는,2,1,50.0
완성+하+ㄴ,2,2,100.0
촉진+시키+었+다,2,1,50.0
인용+하+ㄹ,2,1,50.0
사+ㄴ,2,1,50.0
사용+하+기,2,2,100.0
깔+는,2,1,50.0
자랑+하+고,2,1,50.0
바라+ㄴ다는,2,2,100.0
풍요+롭+게,2,1,50.0
저지르+ㄴ,2,2,100.0
삐+지,2,2,100.0
의심+하+지,2,1,50.0
요청+하+고,2,2,100.0
취하+어야,2,2,100.0
왕래+하+는,2,1,50.0
놓+고,2,1,50.0
매+ㄴ,2,2,100.0
끌어들이+는,2,2,100.0
상상+하+어,2,1,50.0
체결+하+었+다,2,2,100.0
원하+는,2,2,100.0
터뜨리+는,2,2,100.0
쓰+어야,2,2,100.0
알아차리+게,2,0,0.0
들려주+는,2,1,50.0
즐기+ㄹ,2,1,50.0
펼치+어,2,1,50.0
동원+하+ㄴ다는,2,1,50.0
잇+기,2,2,100.0
거론+하+ㄹ,2,1,50.0
대하+게,2,2,100.0
내세우+는,2,2,100.0
따르+아+오+ㄴ,2,2,100.0
확인+하+게,2,1,50.0
연상+하+ㄹ,2,1,50.0
초래+하+ㄴ다,2,2,100.0
되+게,2,0,0.0
옮기+어,2,0,0.0
내려다보+ㄹ,2,2,100.0
심화+시키+어,2,2,100.0
규정+하+고,2,0,0.0
넓히+었+다,2,1,50.0
방치+하+어,2,0,0.0
계승+하+고,2,1,50.0
간주+하+ㄴ다,2,0,0.0
음미+하+는,2,1,50.0
꼽+ㄹ,2,2,100.0
압도+하+었+다,2,2,100.0
일으키+기,2,2,100.0
평정+하+ㄴ,2,2,100.0
넘+어+가+오,2,1,50.0
표방+하+ㄴ,2,1,50.0
멈추+었+다,2,2,100.0
두려워하+지,2,2,100.0
고수+하+었+다,2,2,100.0
떨치+고,2,2,100.0
걷+었+다,2,2,100.0
담당+하+지,2,1,50.0
숭배+하+는,2,1,50.0
출현+시키+는,2,1,50.0
파악+하+ㄴ다는,2,1,50.0
해결+하+어야,2,2,100.0
담당+하+ㄴ다,2,2,100.0
전수+하+었+다,2,1,50.0
압도+하+ㄴ,2,2,100.0
물+고,2,2,100.0
향하+어,2,2,100.0
드리우+ㄴ,2,2,100.0
기다리+게,2,2,100.0
배반+하+는,2,0,0.0
설립+하+었+다,2,2,100.0
감당+하+어,2,0,0.0
모으+ㄴ,2,2,100.0
이끌+고,2,2,100.0
이기+지,2,2,100.0
약화+시키+었+다,2,1,50.0
잠복+시키+어,2,1,50.0
제한+하+었+다,2,2,100.0
즐기+었+다는,2,1,50.0
과시+하+었+다,2,1,50.0
설정+하+어,2,1,50.0
높이+어,2,1,50.0
들여보내+었+다,2,0,0.0
달리+ㄹ,2,2,100.0
시작+하+오,2,2,100.0
듣+었+ㄹ,2,1,50.0
채우+지,2,2,100.0
노래+하+는,2,0,0.0
추진+하+어,2,1,50.0
조사+하+ㄹ,2,2,100.0
밝히+어+내+ㄴ,2,2,100.0
조절+하+는,2,2,100.0
실현+하+ㄹ,2,1,50.0
돌파+하+ㄹ,2,2,100.0
가지+어+오+게,2,2,100.0
제시+하+어야,2,1,50.0
미치+게,2,2,100.0
주장+하+던,2,2,100.0
연구+하+ㄴ,2,1,50.0
끌+는,2,2,100.0
견지+하+ㄹ,2,1,50.0
모+았+던,2,2,100.0
기다리+던,2,2,100.0
보이+게,2,2,100.0
무시+하+었+다,2,1,50.0
투입+하+는,2,1,50.0
간과+하+는,2,2,100.0
말하+었+다,2,1,50.0
포함+하+지,2,0,0.0
파악+하+어야,2,0,0.0
들+지,2,0,0.0
약화+시키+는,2,2,100.0
기술+하+고,2,0,0.0
억압+하+는,2,1,50.0
연구+하+ㄹ,2,2,100.0
달+ㄴ,2,1,50.0
같이하+고,2,2,100.0
연결+시키+ㄴ,2,0,0.0
전망+하+어,2,2,100.0
창작+하+는,2,1,50.0
두+ㄴ다는,2,2,100.0
암시+하+ㄴ다,2,2,100.0
하+어+보+ㅂ시다,2,2,100.0
바꾸+ㄴ다,2,2,100.0
획득+하+기,2,2,100.0
의미+하+는가,2,2,100.0
받아들이+었+던,2,0,0.0
포용+하+려는,2,2,100.0
인식+하+ㄴ,2,1,50.0
맡+ㄴ,2,2,100.0
제기+하+었+다,2,2,100.0
접하+ㄴ,2,2,100.0
집중+하+고,2,2,100.0
앓+고,2,1,50.0
확신+하+고,2,1,50.0
갖추+는,2,2,100.0
좋+다+고,2,1,50.0
좋아하+ㄹ,2,2,100.0
입증+하+ㄹ,2,2,100.0
누르+었+다,2,1,50.0
이야기+하+었+다,2,2,100.0
체험+하+게,2,1,50.0
찬양+하+는,2,2,100.0
결정+하+ㄴ,2,2,100.0
죽이+고,2,2,100.0
다하+어,2,1,50.0
연장+하+었+다,2,1,50.0
주+어야,2,1,50.0
깨뜨리+는,2,2,100.0
가르치+ㄹ,2,1,50.0
배우+기,2,2,100.0
충족+시키+기,2,1,50.0
고찰+하+어,2,2,100.0
행하+ㄴ다,2,2,100.0
상술+하+고,2,2,100.0
확립+하+고,2,2,100.0
재건+하+기,2,1,50.0
파견+하+지,2,2,100.0
강화+시키+는,2,0,0.0
정당화+하+는,2,1,50.0
인정+하+고,2,1,50.0
수리+하+는,2,2,100.0
수행+하+ㄴ다,2,1,50.0
수반+하+ㄴ다,2,2,100.0
치르+고,2,2,100.0
제작+하+었+다,2,2,100.0
거두+었+다는,2,2,100.0
오+았+다,2,1,50.0
어기+ㄴ,2,2,100.0
맡+게,2,1,50.0
희망+하+는,2,2,100.0
내리+ㄴ다,2,2,100.0
뒷받침+하+는,2,2,100.0
인지+하+고,2,1,50.0
말하+어+주+는,2,2,100.0
인정+하+었+다,2,1,50.0
장악+하+었+다,2,1,50.0
통합+시키+었+다,2,1,50.0
생성+하+는,2,2,100.0
거스르+는,2,2,100.0
빼앗+ㄹ,2,2,100.0
지칭+하+ㄹ,2,0,0.0
잡+았+다,2,2,100.0
통치+하+는,2,1,50.0
포착+하+었+다,2,2,100.0
공격+하+는,2,2,100.0
발산+하+는,2,2,100.0
이룩하+었+다,2,2,100.0
하+었+기,2,0,0.0
계승+하+었+다,2,2,100.0
발달+시키+었+다,2,1,50.0
팔+았+다,2,2,100.0
함유+하+ㄴ,2,1,50.0
덮+고,2,2,100.0
조달+하+는,2,2,100.0
지+고,2,1,50.0
창조+하+ㄴ,2,2,100.0
못하+ㄴ,2,1,50.0
멸망+시키+ㄹ,2,2,100.0
내+ㄴ,2,2,100.0
동원+하+지,2,2,100.0
걷+는,2,2,100.0
치유+하+는,2,1,50.0
모으+는,2,2,100.0
나타내+ㄴ다+고,2,2,100.0
물+어야,2,2,100.0
행사+하+었+다,2,2,100.0
불러일으키+었+다,2,1,50.0
달리하+는,2,2,100.0
끼치+었+다,2,2,100.0
모집+하+는,2,1,50.0
강타+하+ㄴ,2,2,100.0
드러내+었+다,2,2,100.0
풍기+는,2,2,100.0
찍+었+다,2,2,100.0
일으키+고,2,2,100.0
끌어들이+ㄴ,2,0,0.0
대신+하+었+다,2,1,50.0
망각+하+게,2,1,50.0
띠+었+다,2,2,100.0
모색+하+고,2,2,100.0
원하+었+다,2,2,100.0
하+고자,2,1,50.0
회복+하+는,2,1,50.0
제기+하+게,2,2,100.0
확보+하+려는,2,2,100.0
확보+하+고자,2,1,50.0
보강+시키+어,2,1,50.0
소비+하+는,2,1,50.0
사용+하+었+던,2,2,100.0
돌+아+가+는,2,2,100.0
오가+는,2,0,0.0
구성+하+었+다,2,2,100.0
규명+하+고자,2,1,50.0
시도+하+고,2,2,100.0
수행+하+ㄴ,2,2,100.0
확보+하+었+다,2,1,50.0
풀이+하+ㄹ,2,1,50.0
넘+는다,2,2,100.0
재단+하+는,2,2,100.0
파괴+하+어,2,1,50.0
걷+게,2,2,100.0
간과+하+고,2,2,100.0
수행+하+었+다,2,1,50.0
겪+ㄴ,2,2,100.0
놓치+고,2,2,100.0
미치+고,2,2,100.0
가지+었+다는,2,2,100.0
형성+하+어,2,2,100.0
파견+하+ㄴ,2,2,100.0
거듭하+어,2,2,100.0
전환+하+기,2,0,0.0
찾+아+내+ㄹ,2,2,100.0
형상화+하+는,2,0,0.0
파악+하+어,2,0,0.0
해결+하+고자,2,1,50.0
이용+하+려는,2,1,50.0
가지+어다+주+는,2,1,50.0
지지+하+었+던,2,2,100.0
남기+지,2,1,50.0
마시+었+다,2,2,100.0
누르+ㄴ다,2,2,100.0
보유+하+었+다,2,2,100.0
비추+어,2,2,100.0
사랑+하+ㅂ니다,2,1,50.0
탈취+하+었+다,2,2,100.0
지탱+하+는,2,2,100.0
갖추+어야,2,2,100.0
동결+시키+는,2,2,100.0
방지+하+는,2,2,100.0
발생+시키+ㄴ다,2,2,100.0
돌리+기,2,1,50.0
감안+하+ㄹ,2,1,50.0
꼽+는,2,0,0.0
개발+하+ㄴ,2,2,100.0
차지+하+는,2,2,100.0
늘리+려,2,2,100.0
잊+고,2,1,50.0
부르+ㄹ,2,0,0.0
억제+하+ㄹ,2,1,50.0
치+ㄴ다,2,0,0.0
하+자,2,0,0.0
여기+어,2,0,0.0
하+려고,2,1,50.0
봉안+하+ㄴ,2,1,50.0
구축+하+ㄴ,2,1,50.0
밝히+었+다,2,1,50.0
움켜쥐+ㄹ,2,2,100.0
확인+하+기,2,2,100.0
저해+하+는,2,2,100.0
빼+ㄴ,2,2,100.0
벗어나+아,2,2,100.0
옮기+ㄴ,2,0,0.0
새기+어+놓+았+다,2,2,100.0
거부+하+었+다,2,2,100.0
휘두르+었+다,2,2,100.0
추정+하+ㄹ,2,1,50.0
감수+하+어야,2,1,50.0
주+ㄴ다는,2,1,50.0
펴+ㅆ+다,2,1,50.0
살+았+다,2,1,50.0
미치+지,2,2,100.0
달성+하+는,2,2,100.0
개역+하+는,2,2,100.0
견디+어+내+ㄴ,2,2,100.0
일컫+는다,2,1,50.0
선정+하+는,2,1,50.0
내+어+주+지,2,2,100.0
전공+하+는,2,2,100.0
반복+하+ㄴ다,2,1,50.0
기록+하+었+던,2,1,50.0
경험+하+ㄴ,2,2,100.0
축적+하+는,2,2,100.0
돌파+하+었+다,2,2,100.0
굳히+지,2,2,100.0
남기+어,2,1,50.0
날리+어+버리+ㄴ,2,1,50.0
경유+하+ㄴ,2,2,100.0
멈추+지,2,1,50.0
결정+하+기,2,2,100.0
쓰+ㄴ다는,2,2,100.0
싣+었+다,2,1,50.0
발표+하+고,2,1,50.0
먹+었+다,2,2,100.0
거두+ㄹ,2,2,100.0
잡히+ㄹ,2,2,100.0
누리+지,2,1,50.0
늘리+는,2,1,50.0
다니+ㄹ,2,1,50.0
다그치+었+다,2,2,100.0
얹+었+다,2,2,100.0
다하+었+다,2,2,100.0
짓+은,2,2,100.0
던지+ㄴ다,2,2,100.0
파+아,2,2,100.0
쏟+았+다,2,2,100.0
흡수+하+ㄹ,2,0,0.0
처리+하+기,2,1,50.0
맞추+어,2,2,100.0
초월+하+ㄴ다,2,2,100.0
묶+어,2,0,0.0
보내+았+다,2,0,0.0
바꾸+지,2,1,50.0
거치+었+다,2,2,100.0
연출+하+기,2,1,50.0
꾸+었+다,2,2,100.0
누르+기,2,2,100.0
구축+하+는,2,2,100.0
확보+하+ㄹ,2,2,100.0
걸+ㄹ,2,2,100.0
수리+하+ㄴ,2,1,50.0
포위+하+ㄴ,2,2,100.0
통제+하+는,2,1,50.0
직감+하+었+다,2,1,50.0
설치+하+ㄹ,2,2,100.0
확보+하+ㄴ,2,1,50.0
해결+하+어,2,1,50.0
대행+하+는,2,2,100.0
차지+하+ㄴ,2,2,100.0
감안+하+어,2,2,100.0
받+는다는,2,2,100.0
행사+하+ㄴ다,2,2,100.0
찍+ㄴ,2,1,50.0
바라보+고,2,1,50.0
폭로+하+는,2,2,100.0
주+겠+소,2,1,50.0
지키+고,2,2,100.0
살+게,2,1,50.0
약화+시키+고,2,1,50.0
실증+하+ㄴ,2,2,100.0
지배+하+ㄴ,2,2,100.0
집계+하+ㄴ,2,1,50.0
행복+하+게,2,2,100.0
포기+하+지,2,2,100.0
없애+는,2,0,0.0
고려+하+어야,2,2,100.0
결정+하+게,2,2,100.0
에워싸+ㄴ,2,2,100.0
조명+하+어,2,0,0.0
고하+ㄴ,2,2,100.0
얻+는다,2,2,100.0
설명+하+기,2,1,50.0
듣+ㄹ,2,2,100.0
놓치+지,2,2,100.0
벌+이+ㄹ,2,2,100.0
못하+었+다,2,2,100.0
수행+하+어야,2,2,100.0
막+았+다,2,1,50.0
제출+하+었+다,2,2,100.0
외치+는,2,1,50.0
분쇄+하+기,2,2,100.0
소개+하+어,2,1,50.0
살피+었+다,2,1,50.0
잡+기,2,2,100.0
늘리+ㄹ,2,1,50.0
건네+어+주+었+다,2,0,0.0
바라보+ㄴ다,2,1,50.0
집중+시키+었+다,2,2,100.0
해소+하+기,2,2,100.0
건의+하+었+다,2,1,50.0
펼치+는,2,2,100.0
묘사+하+었+다,2,0,0.0
살피+어+보+ㄴ다,2,2,100.0
시키+어,2,2,100.0
혐오+하+는,2,0,0.0
꾸미+어,2,2,100.0
서슴+지,2,2,100.0
알리+지,2,1,50.0
제안+하+었+다,2,1,50.0
내+ㅆ+다,2,2,100.0
피하+어,2,2,100.0
쓰+ㄴ다,2,1,50.0
두+는,2,1,50.0
지배+하+고,2,2,100.0
뽑+아,2,0,0.0
독점+하+기,2,1,50.0
적+고,2,0,0.0
들이키+었+다,2,2,100.0
왜곡+시키+어,2,2,100.0
내포+하+ㄴ다,2,2,100.0
끄덕이+ㄴ,2,2,100.0
물리치+ㄹ,2,2,100.0
수립+하+ㄴ,2,2,100.0
보장받+ㄹ,2,2,100.0
강화+하+는,2,2,100.0
묘사+하+고,2,0,0.0
기록+하+었+다,2,2,100.0
예견+하+ㄴ,2,2,100.0
맡기+ㄴ,2,2,100.0
가중+시키+었+다,2,2,100.0
기울이+어야,2,2,100.0
벌+었+다,2,1,50.0
말하+어+주+고,2,2,100.0
저지르+ㄹ,2,2,100.0
범하+ㄹ,2,1,50.0
부리+지,2,2,100.0
전파+하+는,2,2,100.0
